单词,音标,释义,词根
irresolution,"/'i,rezə'lju:ʃən/",n. 优柔寡断；犹豫不决,-solv- = -solu- = -solut-
resoluteness,"/'rezə,lutnis/",坚定地,-solv- = -solu- = -solut-
low-resolution,"/ləʊ,rezə'lu:ʃən/",n. 低分辨率,-solv- = -solu- = -solut-
high-resolution,"/'hai,rezə'lu:ʃən/",n. 高分辨率,-solv- = -solu- = -solut-
higher-resolution,"/'haiə(r),rezə'lu:ʃən/",n. 更高的分辨率；更高的清晰度,-solv- = -solu- = -solut-
conflict-resolution,"/'kɒnflɪkt,rezə'lu:ʃən/",n. 冲突解决；冲突消除,-solv- = -solu- = -solut-
dispute-resolution,"/dɪ'spjuːt,rezə'lu:ʃən/",n. 调解纠纷,-solv- = -solu- = -solut-
soluble,/'sɒljʊb(ə)l/,adj. [化学] 可溶的，可溶解的；可解决的,-solv- = -solu- = -solut-
solubility,"/,sɒljʊ'bɪlətɪ/",n. 溶解度；可解决性,-solv- = -solu- = -solut-
insoluble,/ɪn'sɒljʊb(ə)l/,adj. 不能解决的；[化学] 不能溶解的；难以解释的,-solv- = -solu- = -solut-
indissoluble,"/,ɪndɪ'sɒljʊb(ə)l/",adj. 不能分解的；不能溶解的；坚固的；牢固持久的,-solv- = -solu- = -solut-
indissolubly,/indi'sɔljubli/,adv. 不能溶解地；不可分解地,-solv- = -solu- = -solut-
fat-soluble,"/'fæt,sɔljubl/",adj. 脂溶性的，可溶于油脂的,-solv- = -solu- = -solut-
water-soluble,"/'wɔ:tə,sɔlju'bl/",adj. 可溶于水的,-solv- = -solu- = -solut-
flame,/fleɪm/,n. 火焰；热情；光辉 v. 焚烧；泛红,-flagr- = -flam-
flaming,/'fleɪmɪŋ/,adj. 燃烧的；火红的；激昂的,-flagr- = -flam-
flammable,/'flæməb(ə)l/,adj. 易燃的；可燃的；可燃性的 n. 易燃物,-flagr- = -flam-
flammability,"/,flæmə'bɪlətɪ/",n. 可燃性，易燃性,-flagr- = -flam-
aflame,/ə'fleɪm/,adj. 燃烧的；激动的；火一般红的；昂然的 adv. 燃烧中；昂然,-flagr- = -flam-
flamboyance,/flæm'bɔiəns/,n. 华丽；炫耀,-flagr- = -flam-
flamboyant,/flæm'bɒɪənt/,adj. 艳丽的；火焰似的；炫耀的 n. 凤凰木,-flagr- = -flam-
flamboyantly,/flæm'bɒɪəntli/,adv. 艳丽地；奢华地；火焰似地,-flagr- = -flam-
flameout,/'fleɪməʊt/,n. [热][动力][车辆] 熄火； （喷气发动机）燃烧中断,-flagr- = -flam-
flameproof,/'fleɪmpruːf/,adj. 防火的,-flagr- = -flam-
inflame,/ɪn'fleɪm/,vt. 激怒；使燃烧；使发炎 vi. 燃烧；发炎；激动,-flagr- = -flam-
inflamed,/ɪn'flemd/,adj. 发炎的；红肿的,-flagr- = -flam-
inflammation,/ɪnflə'meɪʃ(ə)n/,n. [病理] 炎症；[医] 发炎；燃烧；发火,-flagr- = -flam-
inflammatory,/ɪn'flæmət(ə)rɪ/,adj. 炎症性的；煽动性的；激动的,-flagr- = -flam-
inflammable,/ɪn'flæməb(ə)l/,adj. 易燃的；易怒的；易激动的 n. 易燃物,-flagr- = -flam-
anti-inflammatory,"/,æntiinflə'meitəri/",adj. 抗炎的 n. 抗炎药,-flagr- = -flam-
pro-inflammatory,"/prəu-,æntiinflə'meitəri/",adj. 促炎的,-flagr- = -flam-
non-flammable,/ˌnɒnˈflæməbəl/,adj. 不燃烧的; 不易燃的,-flagr- = -flam-
flagrant,/'fleɪgr(ə)nt/,adj. 公然的；不能容忍的；非常的；臭名远扬的；明目张胆的；恶名昭著的,-flagr- = -flam-
flagrancy,/'fleɪɡrənsɪ/,n. 极恶昭彰；明目张胆,-flagr- = -flam-
flagrantly,/'flegrəntli/,adv. 千真万确地；罪大恶极地,-flagr- = -flam-
conflagrate,/'kɒnfləɡreɪt/,vi. 燃烧，着火 vt. 使燃烧起来；烧掉,-flagr- = -flam-
conflagration,"/,kɒnflə'greɪʃ(ə)n/",n. 大火；快速燃烧；突发；冲突,-flagr- = -flam-
flamingo,/flə'mɪŋgəʊ/,n. [鸟] 火烈鸟,-flagr- = -flam-
fact,/fækt/,n. 事实；实际；真相,-fac(t)- = -fec(t)- = -fic(t)-
factor,/'fæktə/,n. 因素；要素；[物] 因数；代理人 vi. 做代理商,-fac(t)- = -fec(t)- = -fic(t)-
factoring,/'fæktərɪŋ/,n. [数] 因子分解，[数] 因式分解；保付代理,-fac(t)- = -fec(t)- = -fic(t)-
factorial,/fæk'tɔːrɪəl/,adj. 因子的，阶乘的 n. [数] 阶乘,-fac(t)- = -fec(t)- = -fic(t)-
fact-checking,/fækt-'tʃekɪŋ/,n. 核实；真相核查,-fac(t)- = -fec(t)- = -fic(t)-
single-factor,/'sɪŋg(ə)l-'fæktə/,n.单因子,-fac(t)- = -fec(t)- = -fic(t)-
one-factor,/wʌn-'fæktə/,n. 单因子 一因子 单因素,-fac(t)- = -fec(t)- = -fic(t)-
two-factor,/tuː'fæktə/,n. 两因素,-fac(t)- = -fec(t)- = -fic(t)-
three-factor,/θriː-'fæktə/,n. 三要素,-fac(t)- = -fec(t)- = -fic(t)-
four-factor,/fɔː-'fæktə/,n. 四因素法,-fac(t)- = -fec(t)- = -fic(t)-
five-factor,/faɪv'fæktə/,n. 五因素,-fac(t)- = -fec(t)- = -fic(t)-
cofactor,"/'ko,fæktɚ/",n. [生化] 辅因子,-fac(t)- = -fec(t)- = -fic(t)-
multifactor,"/'mʌltɪ,fæktə/",adj. 多因子的；多种因素的 n. 复因子,-fac(t)- = -fec(t)- = -fic(t)-
multifactorial,"/,mʌltɪfæk'tɔːrɪəl/",adj. 多因子的,-fac(t)- = -fec(t)- = -fic(t)-
factorization,"/,fæktərai'zeiʃən/",n. [数] 因子分解；[数] 因式分解,-fac(t)- = -fec(t)- = -fic(t)-
factoid,/'fæktɔɪd/,n. 仿真陈述 （仅因出现在出版物上而被信以为真） adj. 虚构的； 似是而非的,-fac(t)- = -fec(t)- = -fic(t)-
x-factor,/ɛks'fæktə/,n. x 因子,-fac(t)- = -fec(t)- = -fic(t)-
artefact,/'ɑːtɪfækt/,n. 工艺品；人工制品，加工品,-fac(t)- = -fec(t)- = -fic(t)-
factious,/'fækʃəs/,adj. 好捣乱的；好搞派系的；源于派别的,-fac(t)- = -fec(t)- = -fic(t)-
putrefaction,"/,pjuːtrɪ'fækʃ(ə)n/",n. 腐败；腐败物,-fac(t)- = -fec(t)- = -fic(t)-
stupefaction,"/,stʃuːpɪ'fækʃn/",n. 麻醉；昏迷；麻木状态,-fac(t)- = -fec(t)- = -fic(t)-
fact-base,/fækt-beɪs/,n. [计] 事实库,-fac(t)- = -fec(t)- = -fic(t)-
fact-finding,"/'fækt,faindiŋ/",n. 实情调查；调解 adj. 实情调查的,-fac(t)- = -fec(t)- = -fic(t)-
fact-finder,"/'fækt,faində/",n. 实情调查者； （案件等的）检察员,-fac(t)- = -fec(t)- = -fic(t)-
matter-of-fact,/'mætərəv'fækt/,adj. 实事求是的；讲求实际的；不带感情的；平淡的,-fac(t)- = -fec(t)- = -fic(t)-
matter-of-factly,"/,mætərəf'fæktli/",adv. 实事求是地,-fac(t)- = -fec(t)- = -fic(t)-
after-the-fact,/'ɑːftə-ðə-fækt/,n. 犯罪之后,-fac(t)- = -fec(t)- = -fic(t)-
factual,/'fæktʃʊəl/,adj. 实际的，事实的，确实的,-fac(t)- = -fec(t)- = -fic(t)-
factually,/'fæktʃuəli/,adv. 真实地；确实地,-fac(t)- = -fec(t)- = -fic(t)-
factuality,"/,fæktʃʊ'æləti/",n. 实在性；事实性,-fac(t)- = -fec(t)- = -fic(t)-
counterfactual,"/,kaʊntə'fæktʃʊəl/",adj. 反事实的,-fac(t)- = -fec(t)- = -fic(t)-
facture,/'fæktʃə/,n. 制作；发票；制作法,-fac(t)- = -fec(t)- = -fic(t)-
faction,/'fækʃ(ə)n/,n. 派别；内讧；小集团；纪实小说,-fac(t)- = -fec(t)- = -fic(t)-
factional,/'fækʃnəl/,adj. 小派别的，造成派系分裂的,-fac(t)- = -fec(t)- = -fic(t)-
factionalism,/'fækʃənəlɪzəm/,n. 党派之争；党派主义；派别活动,-fac(t)- = -fec(t)- = -fic(t)-
factory,/'fæktəri/,n. 工厂；制造厂；代理店,-fac(t)- = -fec(t)- = -fic(t)-
factory-installed,/'fæktəri-ɪn'stɔld/,adj. 安装的,-fac(t)- = -fec(t)- = -fic(t)-
factory-made,/'fæktəri-meɪd/,adj. 工厂预制,-fac(t)- = -fec(t)- = -fic(t)-
factory-built,/'fæktəri-bɪlt/,adj. 工厂制,-fac(t)- = -fec(t)- = -fic(t)-
factory-like,/'fæktəri-laɪk/,adj. 工厂般的,-fac(t)- = -fec(t)- = -fic(t)-
facile,/'fæsail/,adj. （言语或理论）轻率的，未经深思熟虑的 adj. 温和的；灵巧的；易做到的,-fac(t)- = -fec(t)- = -fic(t)-
facility,/fə'sɪləti/,n. 设施；设备；容易；灵巧,-fac(t)- = -fec(t)- = -fic(t)-
factitious,/fæk'tiʃəs/,adj. 人为的，人工的；不自然的；虚假的,-fac(t)- = -fec(t)- = -fic(t)-
facilitate,/fə'siliteit/,vt. 使容易做，使容易，使便利，促进,-fac(t)- = -fec(t)- = -fic(t)-
facilitation,/fəsɪlɪ'teɪʃn/,n. 简易化；[生理] 助长；容易,-fac(t)- = -fec(t)- = -fic(t)-
facilitator,/fə'sɪlɪteɪtə/,n. 服务商；促进者,-fac(t)- = -fec(t)- = -fic(t)-
facilitative,"/fə'sili,teitiv/",adj. 使便利的,-fac(t)- = -fec(t)- = -fic(t)-
abortifacient,"/ə,bɔːtɪ'feɪʃ(ə)nt/",adj. 堕胎的 n. [药] 堕胎药,-fac(t)- = -fec(t)- = -fic(t)-
rarefaction,"/,rɛrə'fækʃən/",n. [声] 稀疏； （气体）稀薄,-fac(t)- = -fec(t)- = -fic(t)-
faculty,/'fæk(ə)ltɪ/,n. 天赋，能力，本领科，系，全体教员,-fac(t)- = -fec(t)- = -fic(t)-
facultative,"/'fæk(ə)l,tətɪv/",adj. 授权的，特许的,-fac(t)- = -fec(t)- = -fic(t)-
faculty-student,/'fæk(ə)ltɪ-'stjuːd(ə)nt/,n. 师生,-fac(t)- = -fec(t)- = -fic(t)-
student-faculty,/'stjuːd(ə)nt-'fæk(ə)ltɪ/,n. 学生教师,-fac(t)- = -fec(t)- = -fic(t)-
artifact,/'ɑ:təˌfækt/,n. 人工制品；手工艺品,-fac(t)- = -fec(t)- = -fic(t)-
artifactual,"/,ɑ:ti'fæktʃuəl/",adj. 人造的，人工制造的，加工的,-fac(t)- = -fec(t)- = -fic(t)-
olfactory,/ɒl'fækt(ə)rɪ/,adj. 嗅觉的；味道的 n. 嗅觉器官,-fac(t)- = -fec(t)- = -fic(t)-
olfaction,/ɒl'fækʃ(ə)n/,n. 嗅觉,-fac(t)- = -fec(t)- = -fic(t)-
refectory,/rɪ'fekt(ə)rɪ/,n. 食堂； （修道院，学院等处的）餐厅,-fac(t)- = -fec(t)- = -fic(t)-
benefactor,/'benifæktə/,n. 施恩者，恩人，捐助者,-fac(t)- = -fec(t)- = -fic(t)-
benefaction,"/,beni'fækʃən/",n. 施恩，行善，善行，捐助物,-fac(t)- = -fec(t)- = -fic(t)-
benefactress,/'benifæktris/,n. 女施主；女恩人,-fac(t)- = -fec(t)- = -fic(t)-
malefactor,/'mælifæktə/,n. 作恶者，坏分子，犯罪分子,-fac(t)- = -fec(t)- = -fic(t)-
malefaction,"/,mæli'fækʃən/",n. 罪行；罪恶；犯罪行为,-fac(t)- = -fec(t)- = -fic(t)-
perfect,/ˈpəːfɪkt; (for v.) pəˈfekt/,adj. 完美的；最好的；精通的 vt. 使完美；使熟练,-fac(t)- = -fec(t)- = -fic(t)-
perfective,/pə'fektɪv/,adj. 完成的；完成式的 n. 完成式；完成式的动词,-fac(t)- = -fec(t)- = -fic(t)-
perfectly,/'pɜːfɪk(t)lɪ/,adv. 完美地；完全地,-fac(t)- = -fec(t)- = -fic(t)-
perfection,/pə'fekʃ(ə)n/,n. 完善；完美,-fac(t)- = -fec(t)- = -fic(t)-
perfectionism,/pə'fekʃ(ə)nɪz(ə)m/,n. 至善论；十全十美主义,-fac(t)- = -fec(t)- = -fic(t)-
perfectionist,/pə'fekʃ(ə)nɪst/,n. 完美主义者，追求完美的人；至善论者,-fac(t)- = -fec(t)- = -fic(t)-
perfectionistic,/pə'fekʃ(ə)nɪstɪk/,adj. 完美主义的,-fac(t)- = -fec(t)- = -fic(t)-
perfectibility,"/,pəfektə'biliti/",n. 完全性；可改善性；可完美性,-fac(t)- = -fec(t)- = -fic(t)-
perfecta,/pə'fektə/,n.（美） （赛马等的）正序连赢,-fac(t)- = -fec(t)- = -fic(t)-
perfecting,/'pɝfɪkt/,adj. 完美的；理想的,-fac(t)- = -fec(t)- = -fic(t)-
imperfect,/ɪm'pɜːfɪkt/,adj. 有缺点的；未完成的；半过去的；未完成时的,-fac(t)- = -fec(t)- = -fic(t)-
imperfection,/ɪmpə'fekʃ(ə)n/,n. 不完美；瑕疵；缺点,-fac(t)- = -fec(t)- = -fic(t)-
imperfectly,/ɪm'pɝfɪktli/,adv. 有缺点地；不完美地；未完成地,-fac(t)- = -fec(t)- = -fic(t)-
near-perfect,/nɪə-pə'fekt/,adj. 近乎完美的,-fac(t)- = -fec(t)- = -fic(t)-
picture-perfect,/'piktʃə-'pə:fekt/,adj.（美）完美无瑕的；样子好的；正好合适的,-fac(t)- = -fec(t)- = -fic(t)-
postcard-perfect,/'pəʊs(t)kɑːd-pə'fekt/,adj. 明信片完美的,-fac(t)- = -fec(t)- = -fic(t)-
pitch-perfect,/pɪtʃ-pə'fekt/,adj. 准确的；完美的,-fac(t)- = -fec(t)- = -fic(t)-
less-than-perfect,/les-ð æn-pə'fekt/,adj. 不够完美的,-fac(t)- = -fec(t)- = -fic(t)-
pluperfect,/pluː'pɜːfɪkt/,adj. 过去完成时的；极好的 n. 过去完成时,-fac(t)- = -fec(t)- = -fic(t)-
prefecture,/'priːfektjʊə/,n. 县；管区，辖区；地方官的任期,-fac(t)- = -fec(t)- = -fic(t)-
prefectural,/pri'fektjurəl/,adj. 县的，府的；地方行政长官的,-fac(t)- = -fec(t)- = -fic(t)-
effect,/ɪ'fekt/,n. 影响；效果；作用 vt. 产生；达到目的,-fac(t)- = -fec(t)- = -fic(t)-
effector,/ɪ'fektə/,n. [生理] 效应器；[遗] 效应物；操纵装置,-fac(t)- = -fec(t)- = -fic(t)-
effective,/ɪ'fektɪv/,adj. 有效的，起作用的；实际的，实在的；给人深刻印象,-fac(t)- = -fec(t)- = -fic(t)-
ineffective,/ɪnɪ'fektɪv/,adj. 无效的，失效的；不起作用的,-fac(t)- = -fec(t)- = -fic(t)-
effectively,/ɪ'fektɪvlɪ/,adv. 有效地，生效地；有力地；实际上,-fac(t)- = -fec(t)- = -fic(t)-
ineffectively,/ɪnɪ'fektɪvlɪ/,adv. 无效地；无用地；无能地,-fac(t)- = -fec(t)- = -fic(t)-
effectiveness,/ɪ'fektɪvnɪs/,n. 效力,-fac(t)- = -fec(t)- = -fic(t)-
ineffectiveness,"/,ɪnə'fɛktɪvnɪs/",n. 无效；不起作用,-fac(t)- = -fec(t)- = -fic(t)-
effectual,/ɪ'fektʃʊəl/,adj. 奏效的；会应验的；有法律效力的,-fac(t)- = -fec(t)- = -fic(t)-
ineffectual,/ɪnɪ'fektʃʊəl/,adj. 无效的，不起作用的；徒劳无益的 n. 无用的人；无一技之长者,-fac(t)- = -fec(t)- = -fic(t)-
effectually,/ɪ'fektʃʊəlɪ/,adv. 有效地；全然；实质上,-fac(t)- = -fec(t)- = -fic(t)-
ineffectually,/ɪnə'fɛktʃʊəli/,adv. 无益地；无效地,-fac(t)- = -fec(t)- = -fic(t)-
effectuate,/ɪ'fektʃʊeɪt/,vt. 完成；实行；招致,-fac(t)- = -fec(t)- = -fic(t)-
effectuation,/ə'fɛktʃʊ'eʃən/,n. 实行；完成；招致,-fac(t)- = -fec(t)- = -fic(t)-
aftereffect,/ɪnə'fɛktʃʊəli/,adv. 无益地；无效地,-fac(t)- = -fec(t)- = -fic(t)-
side-effect,/saɪd-ɪ'fekt/,n. 副作用；附带后果,-fac(t)- = -fec(t)- = -fic(t)-
field-effect,/fiːld-ɪ'fekt/,adj. 场效应的,-fac(t)- = -fec(t)- = -fic(t)-
more-effective,/mɔː-ɪ'fektɪv/,adj. 增效的,-fac(t)- = -fec(t)- = -fic(t)-
ground-effect,/graʊnd-ɪ'fekt/,n. 地面效应,-fac(t)- = -fec(t)- = -fic(t)-
cost-effective,/'kɔ:stə'fektɪv/,adj. 划算的；成本效益好的（等于 cost-efficient）,-fac(t)- = -fec(t)- = -fic(t)-
cost-effectiveness,/ɪ'fektɪvnɪs/,n. 效力,-fac(t)- = -fec(t)- = -fic(t)-
cost-effectively,/kɒst-ɪ'fektʃʊəlɪ/,adv. 成本效益高地；划算地,-fac(t)- = -fec(t)- = -fic(t)-
cause-effect,/'kɔ:z-i'fekt/,n. [经] 因果效应,-fac(t)- = -fec(t)- = -fic(t)-
cause-and-effect,/'kɔ:zəndi'fekt/,adj. 有因果关系的,-fac(t)- = -fec(t)- = -fic(t)-
defect,/'diːfekt; dɪ'fekt/,n. 缺点，缺陷；不足之处 vi. 变节；叛变,-fac(t)- = -fec(t)- = -fic(t)-
defective,/dɪ'fektɪv/,adj. 有缺陷的；不完美的 n. 有缺陷的人；不完全变化词,-fac(t)- = -fec(t)- = -fic(t)-
defection,/dɪ'fekʃn/,n. 背叛；缺点；变节；脱党,-fac(t)- = -fec(t)- = -fic(t)-
defector,/dɪ'fektə/,n. 背叛者；逃兵；叛离者,-fac(t)- = -fec(t)- = -fic(t)-
affect,/ə'fekt/,vt. 影响；感染；感动；假装 vi. 倾向；喜欢 n. 情感；引起感情的因素,-fac(t)- = -fec(t)- = -fic(t)-
affectless,/ə'fektlis/,adj. 冷酷无情的；缺乏感情的,-fac(t)- = -fec(t)- = -fic(t)-
affective,/ə'fektɪv/,adj. 情感的；表达感情的,-fac(t)- = -fec(t)- = -fic(t)-
affectively,/ə'fektɪvlɪ/,adv. 情感地,-fac(t)- = -fec(t)- = -fic(t)-
affection,/ə'fekʃ(ə)n/,n. 喜爱，感情；影响；感染,-fac(t)- = -fec(t)- = -fic(t)-
affectional,/ə'fɛkʃənəl/,adj. 情感上的；爱情的,-fac(t)- = -fec(t)- = -fic(t)-
affecting,/ə'fektɪŋ/,adj. 动人的；感人的,-fac(t)- = -fec(t)- = -fic(t)-
affected,/ə'fektɪd/,adj. 受到影响的；做作的；假装的,-fac(t)- = -fec(t)- = -fic(t)-
unaffected,/ʌnə'fektɪd/,adj. 不受影响的；自然的；真挚的；不矫揉造作的,-fac(t)- = -fec(t)- = -fic(t)-
affectation,/æfek'teɪʃ(ə)n/,n. 做作；矫揉造作；假装,-fac(t)- = -fec(t)- = -fic(t)-
affectionate,/ə'fekʃ(ə)nət/,adj. 深情的；adj. 充满爱的,-fac(t)- = -fec(t)- = -fic(t)-
affectionately,/ə'fekʃənətlɪ/,adv. 亲切地；挚爱地,-fac(t)- = -fec(t)- = -fic(t)-
disaffected,"/,dɪsə'fɛktɪd/",adj. 不满的；有叛意的；愤愤不平的,-fac(t)- = -fec(t)- = -fic(t)-
disaffection,"/,dɪsə'fɛkʃən/",n. 不满；背叛,-fac(t)- = -fec(t)- = -fic(t)-
infect,/ɪn'fekt/,vt. 感染，传染,-fac(t)- = -fec(t)- = -fic(t)-
infected,/ɪn'fektɪd/,adj. 被感染的,-fac(t)- = -fec(t)- = -fic(t)-
uninfected,/ˌʌnɪnˈfɛktɪd/,adj. 未感染的,-fac(t)- = -fec(t)- = -fic(t)-
infection,/ɪn'fekʃ(ə)n/,n. 感染；传染；影响；传染病,-fac(t)- = -fec(t)- = -fic(t)-
infective,/ɪn'fektɪv/,adj. 有传染性的，感染别人的,-fac(t)- = -fec(t)- = -fic(t)-
infectious,/ɪn'fekʃəs/,adj. 传染的；传染性的；易传染的,-fac(t)- = -fec(t)- = -fic(t)-
infectiously,/in'fekʃəsli/,adv. 传染地；有感染力地,-fac(t)- = -fec(t)- = -fic(t)-
disinfect,/dɪsɪn'fekt/,vt. 将…消毒,-fac(t)- = -fec(t)- = -fic(t)-
disinfection,"/,dɪsɪn'fekʃən/",n. 消毒，杀菌,-fac(t)- = -fec(t)- = -fic(t)-
disinfectant,/dɪsɪn'fekt(ə)nt/,n. 消毒剂 adj. 消毒的,-fac(t)- = -fec(t)- = -fic(t)-
coinfection,/kəu-ɪn'fekʃ(ə)n/,n. 同时感染；共感染,-fac(t)- = -fec(t)- = -fic(t)-
aids-infected,/edz-ɪn'fektɪd/,adj. 艾滋病感染的,-fac(t)- = -fec(t)- = -fic(t)-
infection-fighting,/ɪn'fekʃ(ə)n-'faɪtɪŋ/,adj. 避免传染的,-fac(t)- = -fec(t)- = -fic(t)-
infectious-disease,/ɪn'fekʃəs-dɪ'ziːz/,n. 传染病,-fac(t)- = -fec(t)- = -fic(t)-
confect,/kən'fekt/,vt. 混合；调制 n. 糖果；西点,-fac(t)- = -fec(t)- = -fic(t)-
confection,/kən'fekʃ(ə)n/,n. 糖果，蜜饯；调制；糖膏（剂） ；精制工艺品,-fac(t)- = -fec(t)- = -fic(t)-
confectioner,/kən'fekʃ(ə)nə/,n. 糖果制造人；糖果店；甜食商,-fac(t)- = -fec(t)- = -fic(t)-
confectionery,/kən'fekʃ(ə)n(ə)rɪ/,n. 糕点糖果；糖果店,-fac(t)- = -fec(t)- = -fic(t)-
confectionary,/kən'fekʃənərɪ/,n. 糖果；糖果店；糕饼 adj. 糖果的；糖果商的；糕饼的,-fac(t)- = -fec(t)- = -fic(t)-
office,/'ɒfɪs/,n. 办公室；政府机关；官职；营业处,-fac(t)- = -fec(t)- = -fic(t)-
officer,/'ɒfɪsə/,n. 军官，警官；公务员，政府官员；船长 vt. 指挥,-fac(t)- = -fec(t)- = -fic(t)-
official,/ə'fɪʃ(ə)l/,adj. 官方的；正式的；公务的 n. 官员；公务员；高级职员,-fac(t)- = -fec(t)- = -fic(t)-
officially,/ə'fɪʃəlɪ/,adv. 正式地；官方地；作为公务员,-fac(t)- = -fec(t)- = -fic(t)-
unofficial,"/,ʌnə'fɪʃl/",adj. 非官方的；非正式的,-fac(t)- = -fec(t)- = -fic(t)-
unofficially,"/,ʌnə'fɪʃəli/",adv. 非正式地；非公认地,-fac(t)- = -fec(t)- = -fic(t)-
officiant,/ə'fɪʃɪənt/,n. 主祭；司仪牧师,-fac(t)- = -fec(t)- = -fic(t)-
officiate,/ə'fɪʃɪeɪt/,vt. 主持（仪式） ；行使（职务） ；担任裁判,-fac(t)- = -fec(t)- = -fic(t)-
officiating,/ə'fɪʃɪeɪtɪŋ/,n. 主持宗教仪式；行使职责（officiating 是 officiate 的现在分词）,-fac(t)- = -fec(t)- = -fic(t)-
officious,/ə'fɪʃəs/,adj. 多管闲事的；非官方的,-fac(t)- = -fec(t)- = -fic(t)-
officiously,/ə'fɪʃəsli/,adv. 过分殷勤地；非官方地,-fac(t)- = -fec(t)- = -fic(t)-
officemate,/ə'fɪʃəsmeɪt/,n. 办公伙伴 办公室恋情,-fac(t)- = -fec(t)- = -fic(t)-
officialese,/əfɪʃə'liːz/,n. 公文用语；官样文章,-fac(t)- = -fec(t)- = -fic(t)-
officialism,/ə'fɪʃəlɪzəm/,n. 官僚作风；文牍主义； （总称）官员,-fac(t)- = -fec(t)- = -fic(t)-
officialdom,/ə'fɪʃəldəm/,n. 官场；官员（总称） ；官僚作风,-fac(t)- = -fec(t)- = -fic(t)-
officeholder,"/'ɒfɪs,həʊldə/",n. 公务员；官员；办公人员,-fac(t)- = -fec(t)- = -fic(t)-
official-looking,/ə'fɪʃ(ə)l-'lʊkɪŋ/,adj. 貌似官方的,-fac(t)- = -fec(t)- = -fic(t)-
box-office,"/'bɔks,ɔfis/",adj. 票房的；受欢迎的,-fac(t)- = -fec(t)- = -fic(t)-
front-office,/'frʌnt'ɔfis/,adj. 行政的；管理的,-fac(t)- = -fec(t)- = -fic(t)-
back-office,"/beɪk-,ɔfis/",n. 后勤办公室；后勤部门；股票或证券交易清算室,-fac(t)- = -fec(t)- = -fic(t)-
home-office,"/həʊm-,ɔfis/",（英国）内政部,-fac(t)- = -fec(t)- = -fic(t)-
post-office,"/'pəust,ɔfis/",adj. 邮局的；邮政部的,-fac(t)- = -fec(t)- = -fic(t)-
in-office,"/ɪn-,ɔfis/",n. 执政，在位,-fac(t)- = -fec(t)- = -fic(t)-
semi-official,"/'sem(a)i-,ɔfis/",adj. 半官方的,-fac(t)- = -fec(t)- = -fic(t)-
non-official,/ˌnɒnəˈfɪʃəl/,adj. 非官方的; 非正式的,-fac(t)- = -fec(t)- = -fic(t)-
quasi-official,/'kwa:zi:ə'fiʃəl/,adj. 半官方的,-fac(t)- = -fec(t)- = -fic(t)-
office-supply,"/,ɔfis-sə'plaɪ/",n. 办公用品；办公室费用；事务用品；办公用品供应,-fac(t)- = -fec(t)- = -fic(t)-
office-based,"/,ɔfis-beɪst/",adj. 以办公室为主的；基于办公室的,-fac(t)- = -fec(t)- = -fic(t)-
efficient,/ɪ'fɪʃ(ə)nt/,adj. 有效率的；有能力的；生效的,-fac(t)- = -fec(t)- = -fic(t)-
inefficient,/ɪnɪ'fɪʃ(ə)nt/,adj. 无效率的，效率低的；无能的,-fac(t)- = -fec(t)- = -fic(t)-
inefficiently,/ɪnə'fɪʃəntli/,adv. 无效率地；缺乏能力地,-fac(t)- = -fec(t)- = -fic(t)-
